방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,aver_s,high_s,low_s,rain_s
2019-01-01 14:30,30,100377,201220,그렉노먼 남성 구스다운 롱 벤치코트,의류,119000,40526000,-5,-0.6,-8.2,0
2019-01-01 14:30,,100377,201226,그렉노먼 여성 구스다운 롱 벤치코트,의류,119000,47294000,-5,-0.6,-8.2,0
2019-01-01 15:00,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,14113000,-5,-0.6,-8.2,0
2019-01-01 15:20,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,32395000,-5,-0.6,-8.2,0
2019-01-01 15:40,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,39669000,-5,-0.6,-8.2,0
2019-01-01 16:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60787000,-5,-0.6,-8.2,0
2019-01-01 16:20,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,115457000,-5,-0.6,-8.2,0
2019-01-01 16:40,20,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,83893000,-5,-0.6,-8.2,0
2019-01-01 17:00,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,42239000,-5,-0.6,-8.2,0
2019-01-01 17:20,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,73494000,-5,-0.6,-8.2,0
2019-01-01 17:40,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,107103000,-5,-0.6,-8.2,0
2019-01-01 18:00,20,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,59050000,-5,-0.6,-8.2,0
2019-01-01 18:20,20,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,85937000,-5,-0.6,-8.2,0
2019-01-01 18:40,20,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,101468000,-5,-0.6,-8.2,0
2019-01-01 19:00,20,100607,201892,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000,36620000,-5,-0.6,-8.2,0
2019-01-01 19:20,20,100607,201892,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000,69349000,-5,-0.6,-8.2,0
2019-01-01 19:40,20,100607,201892,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000,84610000,-5,-0.6,-8.2,0
2019-01-01 20:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,35519000,-5,-0.6,-8.2,0
2019-01-01 20:00,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,19123000,-5,-0.6,-8.2,0
2019-01-01 20:20,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,56859000,-5,-0.6,-8.2,0
2019-01-01 20:20,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,58685000,-5,-0.6,-8.2,0
2019-01-01 20:40,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,68320000,-5,-0.6,-8.2,0
2019-01-01 20:40,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,46068000,-5,-0.6,-8.2,0
2019-01-01 21:00,20,100049,202044,마리노블 밍크 롱코트,의류,499000,16362000,-5,-0.6,-8.2,0
2019-01-01 21:20,20,100049,202044,마리노블 밍크 롱코트,의류,499000,53791000,-5,-0.6,-8.2,0
2019-01-01 21:40,20,100049,202044,마리노블 밍크 롱코트,의류,499000,84562000,-5,-0.6,-8.2,0
2019-01-01 22:00,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,38067000,-5,-0.6,-8.2,0
2019-01-01 22:30,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,77764000,-5,-0.6,-8.2,0
2019-01-01 23:00,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,23075000,-5,-0.6,-8.2,0
2019-01-01 23:20,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,39452000,-5,-0.6,-8.2,0
2019-01-01 23:40,20,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60010000,-5,-0.6,-8.2,0
2019-01-02 0:00,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,6082000,-4.9,0.2,-8.8,0
2019-01-02 0:00,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,6445000,-4.9,0.2,-8.8,0
2019-01-02 0:20,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,11985000,-4.9,0.2,-8.8,0
2019-01-02 0:20,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,8491000,-4.9,0.2,-8.8,0
2019-01-02 0:40,20,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,16461000,-4.9,0.2,-8.8,0
2019-01-02 0:40,,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,10641000,-4.9,0.2,-8.8,0
2019-01-02 1:00,20,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,9647000,-4.9,0.2,-8.8,0
2019-01-02 1:20,20,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,15516000,-4.9,0.2,-8.8,0
2019-01-02 1:40,17.1,100193,200652,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900,18695000,-4.9,0.2,-8.8,0
2019-01-02 6:00,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800,9605000,-4.9,0.2,-8.8,0
2019-01-02 6:20,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800,11265000,-4.9,0.2,-8.8,0
2019-01-02 6:40,20,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800,14371000,-4.9,0.2,-8.8,0
2019-01-02 7:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,14944000,-4.9,0.2,-8.8,0
2019-01-02 7:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,25881000,-4.9,0.2,-8.8,0
2019-01-02 7:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,30126000,-4.9,0.2,-8.8,0
2019-01-02 8:00,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,11314000,-4.9,0.2,-8.8,0
2019-01-02 8:20,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,21397000,-4.9,0.2,-8.8,0
2019-01-02 8:40,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,34822000,-4.9,0.2,-8.8,0
2019-01-02 9:00,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900,12607000,-4.9,0.2,-8.8,0
2019-01-02 9:20,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900,23042000,-4.9,0.2,-8.8,0
2019-01-02 9:40,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900,38449000,-4.9,0.2,-8.8,0
2019-01-02 10:00,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,7239000,-4.9,0.2,-8.8,0
2019-01-02 10:00,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,8951000,-4.9,0.2,-8.8,0
2019-01-02 10:00,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,2118000,-4.9,0.2,-8.8,0
2019-01-02 10:00,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,2262000,-4.9,0.2,-8.8,0
2019-01-02 10:20,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,27223000,-4.9,0.2,-8.8,0
2019-01-02 10:20,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,13074000,-4.9,0.2,-8.8,0
2019-01-02 10:20,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,9408000,-4.9,0.2,-8.8,0
2019-01-02 10:20,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,4507000,-4.9,0.2,-8.8,0
2019-01-02 10:40,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,44478000,-4.9,0.2,-8.8,0
2019-01-02 10:40,,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,18925000,-4.9,0.2,-8.8,0
2019-01-02 10:40,,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,13024000,-4.9,0.2,-8.8,0
2019-01-02 10:40,,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,3368000,-4.9,0.2,-8.8,0
2019-01-02 11:00,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,29763000,-4.9,0.2,-8.8,0
2019-01-02 11:30,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,66392000,-4.9,0.2,-8.8,0
2019-01-02 12:00,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,10107000,-4.9,0.2,-8.8,0
2019-01-02 12:00,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,2270000,-4.9,0.2,-8.8,0
2019-01-02 12:00,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,1469000,-4.9,0.2,-8.8,0
2019-01-02 12:00,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,2757000,-4.9,0.2,-8.8,0
2019-01-02 12:20,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,17801000,-4.9,0.2,-8.8,0
2019-01-02 12:20,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,17732000,-4.9,0.2,-8.8,0
2019-01-02 12:20,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,10627000,-4.9,0.2,-8.8,0
2019-01-02 12:20,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,4731000,-4.9,0.2,-8.8,0
2019-01-02 12:40,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,25462000,-4.9,0.2,-8.8,0
2019-01-02 12:40,,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,21428000,-4.9,0.2,-8.8,0
2019-01-02 12:40,,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,6384000,-4.9,0.2,-8.8,0
2019-01-02 12:40,,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,4095000,-4.9,0.2,-8.8,0
2019-01-02 13:00,20,100844,202491,하늘내린 용대리황태10미,농수축,32900,29599000,-4.9,0.2,-8.8,0
2019-01-02 13:20,20,100844,202491,하늘내린 용대리황태10미,농수축,32900,40882000,-4.9,0.2,-8.8,0
2019-01-02 13:40,20,100844,202491,하늘내린 용대리황태10미,농수축,32900,42466000,-4.9,0.2,-8.8,0
2019-01-02 14:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,28456000,-4.9,0.2,-8.8,0
2019-01-02 14:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,56800000,-4.9,0.2,-8.8,0
2019-01-02 15:00,20,100253,200864,안동간고등어 20팩,농수축,30900,41722000,-4.9,0.2,-8.8,0
2019-01-02 15:20,20,100253,200864,안동간고등어 20팩,농수축,30900,43167000,-4.9,0.2,-8.8,0
2019-01-02 15:40,20,100253,200864,안동간고등어 20팩,농수축,30900,70322000,-4.9,0.2,-8.8,0
2019-01-02 16:00,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,11931000,-4.9,0.2,-8.8,0
2019-01-02 16:00,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,6694000,-4.9,0.2,-8.8,0
2019-01-02 16:20,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,16983000,-4.9,0.2,-8.8,0
2019-01-02 16:20,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,9744000,-4.9,0.2,-8.8,0
2019-01-02 16:40,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900,18931000,-4.9,0.2,-8.8,0
2019-01-02 16:40,,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900,11181000,-4.9,0.2,-8.8,0
2019-01-02 17:00,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,30903000,-4.9,0.2,-8.8,0
2019-01-02 17:20,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,50056000,-4.9,0.2,-8.8,0
2019-01-02 17:40,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,49237000,-4.9,0.2,-8.8,0
2019-01-02 18:00,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,22422000,-4.9,0.2,-8.8,0
2019-01-02 18:20,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,33817000,-4.9,0.2,-8.8,0
2019-01-02 18:40,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,44814000,-4.9,0.2,-8.8,0
2019-01-02 19:00,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,25985000,-4.9,0.2,-8.8,0
2019-01-02 19:20,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,36647000,-4.9,0.2,-8.8,0
2019-01-02 19:40,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,65853000,-4.9,0.2,-8.8,0
2019-01-02 20:00,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,18424000,-4.9,0.2,-8.8,0
2019-01-02 20:00,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,422000,-4.9,0.2,-8.8,0
2019-01-02 20:00,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,1506000,-4.9,0.2,-8.8,0
2019-01-02 20:20,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,41096000,-4.9,0.2,-8.8,0
2019-01-02 20:20,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,2575000,-4.9,0.2,-8.8,0
2019-01-02 20:20,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,3660000,-4.9,0.2,-8.8,0
2019-01-02 20:40,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,52885000,-4.9,0.2,-8.8,0
2019-01-02 20:40,,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,3029000,-4.9,0.2,-8.8,0
2019-01-02 20:40,,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,4155000,-4.9,0.2,-8.8,0
2019-01-02 21:00,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000,14485000,-4.9,0.2,-8.8,0
2019-01-02 21:00,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000,11986000,-4.9,0.2,-8.8,0
2019-01-02 21:20,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000,25312000,-4.9,0.2,-8.8,0
2019-01-02 21:20,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000,11960000,-4.9,0.2,-8.8,0
2019-01-02 21:40,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000,21729000,-4.9,0.2,-8.8,0
2019-01-02 21:40,,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000,23895000,-4.9,0.2,-8.8,0
2019-01-02 22:00,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3177000,-4.9,0.2,-8.8,0
2019-01-02 22:00,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,13796000,-4.9,0.2,-8.8,0
2019-01-02 22:00,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,10329000,-4.9,0.2,-8.8,0
2019-01-02 22:20,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3177000,-4.9,0.2,-8.8,0
2019-01-02 22:20,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,3541000,-4.9,0.2,-8.8,0
2019-01-02 22:20,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,32123000,-4.9,0.2,-8.8,0
2019-01-02 22:20,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,5189000,-4.9,0.2,-8.8,0
2019-01-02 22:40,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,6305000,-4.9,0.2,-8.8,0
2019-01-02 22:40,,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,6983000,-4.9,0.2,-8.8,0
2019-01-02 22:40,,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,36730000,-4.9,0.2,-8.8,0
2019-01-02 22:40,,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,15468000,-4.9,0.2,-8.8,0
2019-01-02 22:40,,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,14523000,-4.9,0.2,-8.8,0
2019-01-02 23:00,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,29048000,-4.9,0.2,-8.8,0
2019-01-02 23:20,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,46224000,-4.9,0.2,-8.8,0
2019-01-02 23:40,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,31298000,-4.9,0.2,-8.8,0
2019-01-03 0:00,20,100346,201072,테이트 남성 셀린니트3종,의류,39900,7329000,-3.5,3.2,-8.4,0
2019-01-03 0:00,,100346,201079,테이트 여성 셀린니트3종,의류,39900,12050000,-3.5,3.2,-8.4,0
2019-01-03 0:20,20,100346,201072,테이트 남성 셀린니트3종,의류,39900,10481000,-3.5,3.2,-8.4,0
2019-01-03 0:20,,100346,201079,테이트 여성 셀린니트3종,의류,39900,22520000,-3.5,3.2,-8.4,0
2019-01-03 1:00,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,13185000,-3.5,3.2,-8.4,0
2019-01-03 1:20,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,17348000,-3.5,3.2,-8.4,0
2019-01-03 1:40,17.1,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,24910000,-3.5,3.2,-8.4,0
2019-01-03 6:00,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800,2450000,-3.5,3.2,-8.4,0
2019-01-03 6:00,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800,2645000,-3.5,3.2,-8.4,0
2019-01-03 6:20,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800,5609000,-3.5,3.2,-8.4,0
2019-01-03 6:20,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800,3874000,-3.5,3.2,-8.4,0
2019-01-03 6:40,20,100781,202292,에펨 여성 미들퍼부츠,잡화,39800,9045000,-3.5,3.2,-8.4,0
2019-01-03 6:40,,100781,202285,에펨 남성 미들퍼부츠,잡화,49800,6162000,-3.5,3.2,-8.4,0
2019-01-03 7:00,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900,20546000,-3.5,3.2,-8.4,0
2019-01-03 7:20,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900,26917000,-3.5,3.2,-8.4,0
2019-01-03 7:40,20,100582,201788,천연담아 명품다시팩 100포,농수축,39900,35153000,-3.5,3.2,-8.4,0
2019-01-03 8:00,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,13665000,-3.5,3.2,-8.4,0
2019-01-03 8:20,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,26788000,-3.5,3.2,-8.4,0
2019-01-03 8:40,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,36208000,-3.5,3.2,-8.4,0
2019-01-03 9:00,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000,17518000,-3.5,3.2,-8.4,0
2019-01-03 9:20,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000,19488000,-3.5,3.2,-8.4,0
2019-01-03 9:40,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000,36253000,-3.5,3.2,-8.4,0
2019-01-03 10:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,32763000,-3.5,3.2,-8.4,0
2019-01-03 10:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,70140000,-3.5,3.2,-8.4,0
2019-01-03 11:00,20,100816,202404,보코 리버시블 무스탕,의류,79000,16785000,-3.5,3.2,-8.4,0
2019-01-03 11:20,20,100816,202404,보코 리버시블 무스탕,의류,79000,32391000,-3.5,3.2,-8.4,0
2019-01-03 11:40,20,100816,202404,보코 리버시블 무스탕,의류,79000,35613000,-3.5,3.2,-8.4,0
2019-01-03 12:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,18481000,-3.5,3.2,-8.4,0
2019-01-03 12:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,24779000,-3.5,3.2,-8.4,0
2019-01-03 12:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,45269000,-3.5,3.2,-8.4,0
2019-01-03 13:00,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,30273000,-3.5,3.2,-8.4,0
2019-01-03 13:20,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,41669000,-3.5,3.2,-8.4,0
2019-01-03 13:40,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,44782000,-3.5,3.2,-8.4,0
2019-01-03 14:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,22816000,-3.5,3.2,-8.4,0
2019-01-03 14:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,47947000,-3.5,3.2,-8.4,0
2019-01-03 14:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,49139000,-3.5,3.2,-8.4,0
2019-01-03 15:00,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,13222000,-3.5,3.2,-8.4,0
2019-01-03 15:00,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,9656000,-3.5,3.2,-8.4,0
2019-01-03 15:00,,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,1530000,-3.5,3.2,-8.4,0
2019-01-03 15:00,,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,4272000,-3.5,3.2,-8.4,0
2019-01-03 15:20,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,31827000,-3.5,3.2,-8.4,0
2019-01-03 15:20,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,24436000,-3.5,3.2,-8.4,0
2019-01-03 15:20,,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,5224000,-3.5,3.2,-8.4,0
2019-01-03 15:20,,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,6379000,-3.5,3.2,-8.4,0
2019-01-03 15:40,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,16324000,-3.5,3.2,-8.4,0
2019-01-03 15:40,,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,25184000,-3.5,3.2,-8.4,0
